ID	CLASS
4L00	2
4L01	2
4L02	2
4L09	2
4L0B	2
4L0D	4
4L0I	2
4L0P	2
4L0S	2
4L0T	2
4L0V	2
4L10	2
4L27	4
4L28	4
4L2F	2
4L2G	2
4L2K	2
4L2W	2
4L2X	2
4L31	2
4L32	2
4L33	2
4L34	2
4L3O	3
4L3P	2
4L3Q	2
4L3T	3
4L3V	4
4L4L	2
4L4M	2
4L52	2
4L53	2
4L55	3
4L57	3
4L58	2
4L67	2
4L6A	3
4L6C	3
4L6Z	2
4L70	2
4L7L	2
4L7N	2
4L7O	2
4L7P	2
4L7R	2
4L7U	2
4L8R	3
4LAD	6
4LC9	2
4LCE	1
4LDK	1
4LDQ	5
4LDR	5
4LDT	3
4LEO	2
4LFV	2
4LG1	2
4LG7	3
4LI5	2
4LI6	2
4LI7	2
4LI8	2
4LII	1
4LJN	2
4LJO	6
4LJP	6
4LJQ	6
4LK3	4
4LK9	2
4LKA	2
4LKQ	3
4LL0	2
4LL5	2
4LLB	2
4LLJ	3
4LLK	3
4LLP	3
4LLX	3
4LM0	3
4LM1	3
4LM2	3
4LM3	3
4LM4	3
4LM5	2
4LMU	2
4LPG	2
4LPH	2
4LQM	2
4LRM	2
4LSZ	3
4LTS	2
4LU3	4
4LUD	2
4LUE	2
4LUW	1
4LV5	3
4LV8	3
4LV9	2
4LVA	2
4LVB	2
4LVD	2
4LVF	2
4LVG	2
4LWW	2
4LXL	1
4LZD	2
4LZG	2
4M04	2
4M0A	2
4M10	1
4M11	1
4M3A	2
4M3L	6
4M3Q	2
4M55	4
4M6P	2
4M6Q	2
4M6W	3
4M7B	2
4M7I	2
4M9R	3
4MBI	2
4MBL	2
4MCP	3
4MCQ	3
4MCR	3
4MCS	3
4MDA	3
4MDB	3
4MDK	6
4MED	2
4MEL	3
4MG5	2
4MG6	2
4MG7	2
4MG8	2
4MG9	2
4MGA	2
4MGB	2
4MGC	2
4MGD	2
4MH7	2
4MHA	2
4MHX	3
4MIV	3
4MJ2	3
4MJ4	3
4MK4	4
4MKC	2
4MLE	2
4MLH	2
4MOB	3
4MOC	3
4MP2	2
4MP7	2
4MPC	2
4MPE	2
4MPF	2
4MPN	2
4MQ1	2
4MQ2	2
4MRW	3
4MRZ	3
4MS0	3
4MSA	3
4MSC	3
4MSE	3
4MSG	2
4MSH	3
4MSK	2
4MSN	3
4MT9	2
4MUM	3
4MUW	3
4MVH	3
4MWO	3
4MWS	3
4MWT	3
4MXF	3
4MYQ	3
4MZ5	3
4MZ6	3
4MZ7	3
4N1T	3
4N1U	3
4N39	2
4N3A	2
4N3B	2
4N3C	2
4N3R	2
4N3W	2
4N4F	2
4N4V	2
4N6P	3
4N6Y	2
4N6Z	2
4N70	2
4N7F	6
4N7H	6
4N7V	2
4N7Z	2
4N9B	2
4N9C	2
4N9D	2
4N9E	2
4N9J	2
4NDZ	2
4NED	3
4NEU	2
4NFL	3
4NFM	2
4NFN	2
4NGE	3
4NGM	3
4NGN	3
4NGP	3
4NGQ	3
4NGR	3
4NGS	3
4NGT	3
4NHO	3
4NJ4	1
4NJB	1
4NJD	2
4NJX	3
4NJY	3
4NJZ	3
4NK0	3
4NM0	2
4NM3	2
4NM5	2
4NM6	1
4NM7	2
4NOS	1
4NQK	3
4NR4	2
4NR5	2
4NR6	2
4NR7	2
4NRM	1
4NRO	1
4NRP	1
4NRQ	1
4NSE	1
4NSP	3
4NSQ	2
4NT3	1
4NVQ	2
4NW3	2
4NXS	3
4NYV	2
4NYW	2
4NYX	2
4NZ6	5
4NZ7	5
4NZL	3
4NZM	2
4NZN	2
4NZO	2
4O0V	2
4O0X	2
4O0Y	2
4O0Z	2
4O10	2
4O12	2
4O2W	6
4O36	3
4O37	3
4O38	2
4O3M	3
4O3N	2
4O3O	2
4O3P	2
4O3Q	2
4O3R	2
4O3S	2
4O5S	3
4O5T	3
4O61	1
4O64	1
4O7D	3
4O7X	1
4O91	2
4OAU	3
4OAV	3
4OBO	2
4OBP	2
4OBQ	2
4OC0	3
4OC1	3
4OC2	3
4OC3	3
4OC4	3
4OC5	3
4OCT	1
4OFZ	3
4OLA	3
4OLB	3
4OLI	2
4ON9	3
4OQO	3
4ORZ	2
4OT4	3
4OTN	2
4OTP	2
4OTW	2
4OTY	1
4OUF	2
4OWF	6
4OYA	4
4OYB	4
4OYI	4
4OYJ	6
4OYK	6
4OYM	4
4OYO	4
4OYP	4
4OYW	4
4OYX	4
4OYZ	4
4OZ2	4
4OZ3	4
4P09	6
4P0A	6
4P0B	6
4P0P	3
4P0Q	3
4P0R	3
4P0S	3
4P0V	2
4P0W	2
4P0X	2
4P10	3
4P1R	3
4P4C	2
4P4H	3
4P58	2
4P59	2
4P5E	3
4P5O	6
4P5Q	2
4P5Z	2
4P7F	2
4PEQ	3
4PF4	2
4PHW	3
4PK2	2
4PK3	2
4PK5	1
4PK6	1
4PMM	2
4PMP	2
4PMS	2
4PMT	2
4PMW	3
4PNP	2
4PNX	1
4PO6	2
4PPE	6
4PS3	2
4PS7	2
4PS8	2
4PUQ	3
4PUZ	2
4PV0	2
4PWN	2
4PWY	2
4PX6	2
4PY1	2
4PZI	2
4Q2A	2
4Q2R	2
4Q4C	2
4Q4D	2
4Q6R	4
4Q7X	3
4Q7Y	3
4Q7Z	3
4Q80	3
4Q8E	2
4Q8F	2
4QGK	1
4QH3	3
4QLB	2
4QOZ	3
4QQD	6
4QQG	2
4QSP	3
4QSQ	3
4QSR	3
4QSS	3
4QST	3
4QSU	3
4QSV	3
4QSW	3
4QSX	3
4QUT	3
4QUU	3
4RAT	3
4RSD	3
4RSK	3
4SKN	3
4SLI	4
4SRN	3
4STD	6
4TIM	2
4TSF	3
4TT3	3
4TXC	2
4U43	2
4U44	2
4U45	2
4U5W	2
4UAG	1
4UM2	3
4UPQ	1
4UPR	1
4UPS	1
4UPT	1
4UPU	2
4UST	4
4USU	4
4USV	4
4USW	4
4UUD	3
4UUK	3
4UUU	4
4UV8	1
4UV9	1
4UVA	1
4UVB	1
4UVC	1
4UWD	1
4W9W	2
4W9X	2
5COX	1
5HCK	2
5NSE	1
5RAT	3
5RSA	3
5STD	6
6COX	1
6NSE	1
6RAT	3
6RSA	3
6STD	6
7AAT	2
7CAT	1
7NSE	1
7PCY	3
7RAT	3
7RSA	3
7STD	6
7TIM	2
8AAT	2
8ACN	4
8DFR	1
8NSE	1
8RAT	3
8RSA	3
8TIM	2
9AAT	2
9NSE	1
9RAT	3
9RSA	3
